actual_timesteps,approximate_kl,clip_fraction,effective_device,entropy_loss,environment_version,error,explained_variance,feature_version,learning_rate,parameter_count,policy_gradient_loss,recurrent_continuity_checks,recurrent_continuity_verified,recurrent_contract_version,requested_device,requested_timesteps,rollout_boundaries_observed,run_id,runtime_seconds,seed,status,steps_per_second,study_version,symbol,test_partition_loaded,train_end,train_rows,train_start,updates,validation_end,validation_exposure_percentage,validation_first_episode_start,validation_max_drawdown,validation_parameters_unchanged,validation_return,validation_rows,validation_sharpe,validation_start,validation_status,validation_trade_count,value_loss,worker_wall_seconds
250368,0.06691603362560272,0.200390625,cpu,-0.40081761255860326,single_symbol_env_v1,,0.9775513410568237,psx-4a-126450ec6355,0.0003,51076,-0.030498175509274007,488,True,rl_recurrent_partition_v1,cpu,250000,489,budget-528dc880c9629dcca9b7,526.4016880829586,123,completed,475.6215750595069,recurrent_budget_study_v1,MARI,False,2023-08-23,1704,2016-10-06,4890,2025-02-12,21.153846153846153,True,0.11835970929831208,True,0.08318538485904137,365,0.4335405323184694,2023-08-24,completed,18,0.00021809933796248515,526.5551565419883
50176,0.03948161005973816,0.174609375,cpu,-0.5236957440152764,single_symbol_env_v1,,0.5018434524536133,psx-4a-126450ec6355,0.0003,51076,-0.021593447035411373,97,True,rl_recurrent_partition_v1,cpu,50000,98,budget-89efa61c1901ccd27166,109.58489841700066,2026,completed,457.87330850156496,recurrent_budget_study_v1,MARI,False,2023-08-23,1704,2016-10-06,980,2025-02-12,15.384615384615385,True,0.1822153014457336,True,-0.13731944779760963,365,-0.710361607036224,2023-08-24,completed,8,0.0007716306117799832,109.73656108404975
100352,0.05456444248557091,0.1900390625,cpu,-0.38511091861873864,single_symbol_env_v1,,0.13450664281845093,psx-4a-126450ec6355,0.0003,51076,-0.02363275121897459,195,True,rl_recurrent_partition_v1,cpu,100000,196,budget-cb3f66688f705d267d74,217.18453424994368,2026,completed,462.0586836285099,recurrent_budget_study_v1,MARI,False,2023-08-23,1704,2016-10-06,1960,2025-02-12,24.45054945054945,True,0.13402993482490955,True,0.027614964334049974,365,0.19895494610258146,2023-08-24,completed,12,0.0006976470713198069,217.33392074995209
250368,0.04477706179022789,0.1873046875,cpu,-0.46701422333717346,single_symbol_env_v1,,0.9610161185264587,psx-4a-126450ec6355,0.0003,51076,-0.025597143860068172,488,True,rl_recurrent_partition_v1,cpu,250000,489,budget-b0014620d4bba8333192,523.48128812504,2026,completed,478.2749750172474,recurrent_budget_study_v1,MARI,False,2023-08-23,1704,2016-10-06,4890,2025-02-12,27.747252747252748,True,0.1898249540619965,True,0.47638997630478075,365,1.093943680864292,2023-08-24,completed,14,0.0002330384273591335,523.6321449590614
50176,0.023068983107805252,0.1455078125,cpu,-0.5765013463795186,single_symbol_env_v1,,0.7341694831848145,psx-4a-126450ec6355,0.0003,51076,-0.0176576922647655,97,True,rl_recurrent_partition_v1,cpu,50000,98,budget-f919f8081fef26a38886,107.52474041699952,42,completed,466.6460928471792,recurrent_budget_study_v1,WAVES,False,2023-10-09,1628,2017-03-10,980,2025-03-06,0.0,True,0.0,True,0.0,349,,2023-10-10,completed,0,0.001071553788642632,107.66314254200006
100352,0.04084251821041107,0.1548828125,cpu,-0.49034782461822035,single_symbol_env_v1,,0.42530202865600586,psx-4a-126450ec6355,0.0003,51076,-0.01652776135597378,195,True,rl_recurrent_partition_v1,cpu,100000,196,budget-5776391e90ae87adc361,213.0393448750001,42,completed,471.0491391103418,recurrent_budget_study_v1,WAVES,False,2023-10-09,1628,2017-03-10,1960,2025-03-06,62.643678160919535,True,0.26096204829958225,True,0.11392245576252069,349,0.40894426827152647,2023-10-10,completed,18,0.000999850263224289,213.1778671659995
250368,0.05324147641658783,0.1923828125,cpu,-0.41545844413340094,single_symbol_env_v1,,0.9054722785949707,psx-4a-126450ec6355,0.0003,51076,-0.022526890365406872,488,True,rl_recurrent_partition_v1,cpu,250000,489,budget-9377137989620f8aba03,528.2552302499998,42,completed,473.95271388323386,recurrent_budget_study_v1,WAVES,False,2023-10-09,1628,2017-03-10,4890,2025-03-06,0.0,True,0.0,True,0.0,349,,2023-10-10,completed,0,0.0009580653850207455,528.4054241670001
50176,0.0678144246339798,0.1392578125,cpu,-0.3170862212777138,single_symbol_env_v1,,0.35577887296676636,psx-4a-126450ec6355,0.0003,51076,-0.022390968888066708,97,True,rl_recurrent_partition_v1,cpu,50000,98,budget-19664f2d65f4ba2b8afc,107.52502304200061,123,completed,466.644866287549,recurrent_budget_study_v1,WAVES,False,2023-10-09,1628,2017-03-10,980,2025-03-06,12.068965517241379,True,0.11315737373211854,True,0.12729954756940542,349,0.7466577940552941,2023-10-10,completed,4,0.0013856686899089254,107.67072604100031
100352,0.04880797863006592,0.1591796875,cpu,-0.3799957660958171,single_symbol_env_v1,,0.6436762809753418,psx-4a-126450ec6355,0.0003,51076,-0.024147037719376385,195,True,rl_recurrent_partition_v1,cpu,100000,196,budget-7eb5adda6e1dfad03fb7,220.53532974999962,123,completed,455.03820233138936,recurrent_budget_study_v1,WAVES,False,2023-10-09,1628,2017-03-10,1960,2025-03-06,8.908045977011495,True,0.11315765060205651,True,-0.03473032091123984,349,-0.21187088913601132,2023-10-10,completed,2,0.0017784666102670598,220.68013841599986
250368,0.15053680539131165,0.205078125,cpu,-0.3018827771767974,single_symbol_env_v1,,0.9239481687545776,psx-4a-126450ec6355,0.0003,51076,-0.02489416275639087,488,True,rl_recurrent_partition_v1,cpu,250000,489,budget-5327bdd739fcf8117e1c,530.6340580410006,123,completed,471.82798805698746,recurrent_budget_study_v1,WAVES,False,2023-10-09,1628,2017-03-10,4890,2025-03-06,12.068965517241379,True,0.1381905412922907,True,-0.02496950386352892,349,-0.113460867240654,2023-10-10,completed,18,0.0008335325243024272,530.7945349170004
50176,0.016834521666169167,0.1353515625,cpu,-0.5570125315338373,single_symbol_env_v1,,0.7278907895088196,psx-4a-126450ec6355,0.0003,51076,-0.015998929808847605,97,True,rl_recurrent_partition_v1,cpu,50000,98,budget-740d90ad6521009a0480,110.19569425000009,2026,completed,455.3353952847387,recurrent_budget_study_v1,WAVES,False,2023-10-09,1628,2017-03-10,980,2025-03-06,11.206896551724139,True,0.15749933058831278,True,-0.032980462514999864,349,-0.14624734996837283,2023-10-10,completed,2,0.0010844029378858978,110.34461341600036
100352,0.04891703277826309,0.1892578125,cpu,-0.47344816140830515,single_symbol_env_v1,,0.6711052656173706,psx-4a-126450ec6355,0.0003,51076,-0.02221395476371981,195,True,rl_recurrent_partition_v1,cpu,100000,196,budget-5d9abdc2c5aebfb22db1,212.82815966599992,2026,completed,471.51655193319607,recurrent_budget_study_v1,WAVES,False,2023-10-09,1628,2017-03-10,1960,2025-03-06,0.0,True,0.0,True,0.0,349,,2023-10-10,completed,0,0.001114114221491036,212.98311462500078
250368,0.062065549194812775,0.1763671875,cpu,-0.38404095694422724,single_symbol_env_v1,,0.9137678146362305,psx-4a-126450ec6355,0.0003,51076,-0.022265740518923847,488,True,rl_recurrent_partition_v1,cpu,250000,489,budget-af319179199de7b8059d,539.8110076249995,2026,completed,463.8067702649142,recurrent_budget_study_v1,WAVES,False,2023-10-09,1628,2017-03-10,4890,2025-03-06,0.28735632183908044,True,0.0,True,0.011749706208675104,349,1.2017841530594406,2023-10-10,completed,2,0.0009559690406604204,539.956761333
