requested_timesteps,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_median,sequential_435_seconds_from_mean,sequential_435_hours_from_mean
50000,109.39902676166639,4.543710104197764,108.4127610419992,47588.57664132488,13.219049067034689
100000,218.16769424521573,6.698003347866874,216.74439591697228,94902.94699666885,26.361929721296903
250000,542.6299982059477,17.627517671855692,534.5313385415293,236044.04921958724,65.56779144988535
