symbol,train_rows,train_start,train_end,median_volume,average_volume,zero_volume_ratio,zero_ohl_ratio,non_positive_close_rows,validation_available,recurrent_contract_version,feature_version,environment_version,active_span_coverage
AGIL,1472,2016-10-06,2023-11-28,4000.0,17641.508152173912,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.8311688311688312
AGL,1703,2016-10-06,2023-08-24,516500.0,1441463.0064591896,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9988269794721407
AGP,1421,2018-05-15,2024-02-15,86106.0,272549.85080928926,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9978932584269663
AGSML,1337,2016-10-14,2024-04-01,35000.0,169612.93941660435,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7215326497571506
AGTL,1682,2016-10-06,2023-08-30,3600.0,14174.435196195005,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9842012873025161
AHCL,1586,2016-10-06,2023-10-30,17000.0,102799.49558638083,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9057681324957167
AHL,1690,2016-10-06,2023-08-31,36500.0,95225.14792899408,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9883040935672515
AHTM,254,2020-08-07,2026-02-13,277.5,1163.9881889763778,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.1854014598540146
AICL,1682,2016-10-06,2023-09-04,134000.0,364798.4542211653,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9824766355140186
AIRLINK,810,2021-12-01,2025-03-10,1414780.0,3584335.598765432,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.998766954377312
AKBL,1703,2016-10-06,2023-08-23,259500.0,757382.5601879037,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9994131455399061
AKDHL,709,2021-10-07,2025-04-21,800.0,2595.366713681241,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.8102857142857143
AKDSL,1076,2017-03-15,2024-09-27,2500.0,117522.94330855018,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.5778732545649838
AKGL,528,2016-12-30,2025-05-26,1000.0,4301.795454545455,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.25396825396825395
ALAC,1006,2018-11-29,2024-10-17,6500.0,28638.129224652086,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.6914089347079038
ALIFE,626,2022-05-20,2025-06-26,10000.0,51455.7124600639,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.8183006535947712
ALNRS,947,2016-10-07,2024-11-28,2000.0,8919.432946145724,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.4697420634920635
ALTN,1333,2016-10-14,2024-04-15,7500.0,76081.02025506376,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7170521785906401
AMBL,739,2017-01-31,2025-02-24,1500.0,9877.4100135318,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.3700550826239359
AMTEX,967,2016-10-06,2024-12-03,201500.0,864508.8014477766,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.4787128712871287
ANL,1704,2016-10-06,2023-08-23,1715000.0,4407511.639084507,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
ANSM,668,2016-10-19,2019-11-20,13500.0,40432.63473053892,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.8720626631853786
ANTM,428,2021-02-03,2025-10-24,1822.5,9810.31308411215,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.3667523564695801
APL,1701,2016-10-06,2023-08-24,22700.0,49571.495002939446,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9976539589442815
ARCTM,763,2019-11-20,2025-04-04,3956.0,18100.558322411533,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.5736842105263158
ARPAK,377,2018-12-19,2025-10-16,500.0,1811.737400530504,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.2230769230769231
ARPL,1631,2016-10-06,2023-09-26,2600.0,8479.858982219497,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9438657407407407
ARUJ,754,2016-10-14,2025-04-17,3979.0,23883.62466843501,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.3578547698149027
ASC,1704,2016-10-06,2023-08-23,438000.0,1313970.661971831,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
ASHT,683,2017-01-13,2025-05-16,1500.0,5496.607613469985,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.33107125545322347
ASL,1704,2016-10-06,2023-08-23,1876072.0,4192189.062206573,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
ASTL,1704,2016-10-06,2023-08-23,522250.0,1079339.2177230048,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
ASTM,1341,2016-11-08,2024-03-28,6500.0,26168.90380313199,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7311886586695747
ATBA,1652,2016-10-06,2023-09-25,8400.0,21550.393462469732,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9565720903300521
ATIL,1316,2016-11-03,2024-04-16,4500.0,11234.802431610942,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7128927410617552
ATLH,1467,2016-10-06,2024-01-04,1150.0,3590.38854805726,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.8163606010016694
ATRL,1704,2016-10-06,2023-08-23,1052007.0,1592982.2159624414,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
AVN,1704,2016-10-06,2023-08-23,900298.5,1741567.0082159624,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
BAFL,1703,2016-10-06,2023-08-23,810799.0,1746107.4280681151,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9994131455399061
BAFS,279,2020-05-19,2026-01-21,500.0,1906.942652329749,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.19829424307036247
BAHL,1704,2016-10-06,2023-08-23,269931.5,524473.7118544601,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
BAPL,1325,2016-10-14,2024-04-17,10000.0,26949.811320754718,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7119828049435787
BATA,1318,2016-12-30,2024-04-23,200.0,1131.5136570561456,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7277747101049145
BBFL,315,2024-10-15,2026-01-14,1773908.0,2887826.6,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
BCL,1607,2016-10-17,2023-10-19,10500.0,32857.747355320476,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9240943070730305
BECO,814,2021-10-14,2025-03-07,31250.0,98720.1547911548,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9655990510083037
BELA,384,2024-03-21,2025-12-03,1282.0,3300.6328125,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9121140142517815
BERG,1551,2016-10-06,2023-11-23,12000.0,48400.38684719536,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.877262443438914
BFAGRO,210,2025-05-22,2026-03-19,868486.5,1933816.919047619,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
BFBIO,278,2024-12-30,2026-02-06,597509.0,1001623.8741007195,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
BGL,1704,2016-10-06,2023-08-23,345250.0,865786.3849765258,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
BHAT,569,2017-05-22,2025-06-11,79.0,217.3919156414763,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.2860734037204625
BIFO,1654,2016-10-06,2023-09-20,7150.0,16698.488512696495,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9593967517401392
BIPL,1649,2016-10-07,2023-09-25,159702.0,1020832.3183747726,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.955388180764774
BML,1703,2016-10-06,2023-08-24,409000.0,1451268.6435701703,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9988269794721407
BNL,954,2020-12-03,2024-12-11,57840.5,196380.07127882598,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.959758551307847
BNWM,1390,2016-10-06,2024-02-27,6500.0,19388.489208633095,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7583196944899072
BOK,1484,2016-10-06,2023-12-05,4500.0,11591.644204851753,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.8355855855855856
BOP,1704,2016-10-06,2023-08-23,3994250.0,7952539.906103286,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
BPL,1313,2016-10-07,2024-03-25,4500.0,12087.585681645087,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7093462992976769
BRRG,448,2023-11-06,2025-10-27,8432.5,39750.77232142857,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9180327868852459
BTL,837,2017-03-02,2024-12-16,200.0,1083.137395459976,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.4343539180072652
BUXL,1307,2016-10-18,2024-04-25,4000.0,12022.55547054323,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7008042895442359
BWCL,1693,2016-10-10,2023-08-28,9000.0,28141.87832250443,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9929618768328445
BWHL,1185,2016-11-15,2024-07-23,1500.0,6317.141772151898,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.6233561283534982
CCM,544,2017-10-12,2025-08-13,1500.0,8636.810661764706,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.2807017543859649
CENI,1026,2016-10-20,2024-10-15,3000.0,9407.807017543859,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.5189681335356601
CEPB,1694,2016-10-06,2023-08-30,75000.0,181016.58795749705,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9912229373902867
CFL,375,2017-08-18,2025-10-02,1000.0,4225.493333333333,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.1865671641791045
CHAS,1262,2016-10-07,2024-04-23,6500.0,17656.814580031696,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.6755888650963597
CHBL,590,2016-10-06,2025-07-31,248325.0,676979.513559322,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.27039413382218147
CHCC,1704,2016-10-06,2023-08-23,408100.0,705155.8996478873,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
CJPL,536,2016-10-14,2025-09-03,53005.0,305969.67910447763,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.24352567014993184
CLOV,1694,2016-10-06,2023-08-30,28000.0,73724.91145218418,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9912229373902867
CLVL,779,2021-11-17,2025-03-27,9500.0,37718.19640564827,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.934052757793765
CNERGY,1704,2016-10-06,2023-08-23,2877503.5,7719980.6842723,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
COLG,1344,2016-10-18,2024-04-02,200.0,1452.6934523809523,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7257019438444925
CPHL,844,2021-09-23,2025-02-17,799000.0,2063931.277251185,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
CPPL,1682,2016-10-10,2023-08-24,16300.0,53592.80618311534,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9876688197298884
CRTM,1668,2016-10-06,2023-09-06,66000.0,302292.2661870504,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9731621936989499
CSAP,1696,2016-10-06,2023-08-29,75750.0,198291.62735849057,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9929742388758782
CSIL,1701,2016-10-06,2023-08-24,198500.0,490007.9365079365,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9976539589442815
CTM,1670,2016-10-06,2023-09-05,51500.0,261365.26946107784,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9748978400467017
DAAG,1224,2016-10-13,2024-06-26,2500.0,5862.898692810458,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.6418458311484007
DADX,833,2016-11-09,2025-02-18,2500.0,9796.732292917166,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.4061433447098976
DBCI,343,2024-08-19,2025-12-29,142301.0,433926.387755102,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
DCL,1704,2016-10-06,2023-08-23,1238000.0,2495809.8591549294,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
DEL,1410,2016-10-17,2024-02-02,11500.0,105498.93617021276,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7777164920022063
DFML,1704,2016-10-06,2023-08-23,627000.0,1739085.0733568075,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
DFSM,1696,2016-10-07,2023-08-28,84000.0,371541.27358490566,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9941383352872216
DGKC,1704,2016-10-06,2023-08-23,2170452.0,2939479.1203051643,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
DIIL,322,2016-12-23,2026-01-06,534.0,1308.9006211180124,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.14375
DINT,537,2017-04-14,2025-08-08,1000.0,2837.5158286778396,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.2611867704280156
DLL,1109,2016-10-10,2024-08-22,1000.0,6049.858431018936,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.5698869475847893
DMC,249,2017-09-05,2026-02-17,500.0,2663.1967871485945,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.11879770992366412
DNCC,1227,2016-10-27,2024-05-29,5000.0,24577.497962510188,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.6526595744680851
DOL,1704,2016-10-06,2023-08-23,606250.0,1135455.692488263,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
DSIL,1697,2016-10-06,2023-08-23,177000.0,548781.9681791397,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9958920187793427
DSL,1704,2016-10-06,2023-08-23,1019250.0,2966670.4812206575,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
DWAE,343,2024-08-19,2025-12-29,13769.0,29160.198250728863,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
DWSM,1543,2016-10-07,2023-11-23,19000.0,100181.78872326636,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.8732314657611772
DWTM,762,2016-10-17,2025-04-07,2500.0,10153.351706036745,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.36320305052430885
DYNO,1563,2016-10-13,2023-11-17,8000.0,27324.568138195777,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.8875638841567292
ECOP,1601,2016-10-06,2023-08-29,28000.0,222862.5858838226,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9373536299765808
EFERT,1704,2016-10-06,2023-08-23,1390158.0,2033419.6754694835,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
EFUG,1310,2016-10-06,2024-04-09,2550.0,20122.824427480915,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7035445757250268
EFUL,1267,2016-10-17,2024-04-19,2200.0,9311.523283346487,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.6804511278195489
ELCM,363,2018-03-26,2025-12-05,470.0,831.1349862258953,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.19045120671563484
ELSM,649,2017-02-02,2025-02-24,500.0,1142.9368258859784,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.32531328320802005
EMCO,1212,2016-10-17,2024-04-08,4000.0,20347.772277227723,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.6530172413793104
ENGROH,1690,2016-10-06,2023-08-31,25350.0,85755.5224852071,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9883040935672515
EPCL,1704,2016-10-06,2023-08-23,2358250.0,4052613.200117371,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
EPQL,1701,2016-10-06,2023-08-25,89000.0,204230.15873015873,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9970691676436108
ESBL,1614,2016-12-14,2023-09-14,44750.0,149188.97149938042,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.96415770609319
EXIDE,1639,2016-10-06,2023-10-03,2050.0,5831.50091519219,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9463048498845266
FABL,1701,2016-10-06,2023-08-24,457375.0,1307929.8830099942,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9976539589442815
FASM,807,2017-07-26,2024-12-18,300.0,1573.991325898389,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.4407427635172037
FATIMA,1702,2016-10-06,2023-08-24,67068.0,358554.62103407754,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9982404692082112
FCCL,1704,2016-10-06,2023-08-23,2771250.0,4252143.485915493,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
FCEL,322,2018-11-19,2026-01-12,6356.5,247169.40062111802,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.18171557562076748
FCEPL,1704,2016-10-06,2023-08-23,165685.0,368933.9888497653,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
FCIBL,847,2016-11-07,2024-12-27,2000.0,11560.5360094451,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.41993058998512645
FCL,340,2024-08-26,2025-12-31,1720887.0,3502897.2029411765,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
FCSC,1693,2016-10-06,2023-08-30,201000.0,726362.9651506202,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9906377998829725
FDPL,1698,2016-10-06,2023-08-21,155500.0,684411.0718492344,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9976498237367802
FECTC,1548,2016-10-06,2023-11-27,10000.0,29672.545219638243,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.8745762711864407
FEROZ,1701,2016-10-06,2023-08-24,41700.0,110336.56672545562,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9976539589442815
FFC,1704,2016-10-06,2023-08-23,617743.5,962787.2693661972,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
FFL,1704,2016-10-06,2023-08-23,2313500.0,4258306.8884976525,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
FIL,216,2024-08-30,2026-01-23,122.0,784.5972222222222,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.6118980169971672
FLYNG,1663,2016-10-06,2023-09-15,301500.0,1166599.2182802164,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9662986635676932
FML,1454,2016-10-17,2023-09-18,6500.0,45962.585969738655,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.8468258590564939
FNEL,1658,2016-10-06,2023-09-20,164500.0,1122184.5597104945,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9617169373549884
FRCL,1021,2016-10-31,2024-10-09,3000.0,11288.487757100882,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.5193285859613428
FRSM,1218,2016-10-07,2024-03-07,5000.0,18861.494252873563,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.6623164763458401
FSWL,203,2024-10-15,2026-03-18,112.0,857.6995073891626,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.5654596100278552
FZCM,1068,2016-11-23,2024-07-29,400.0,1247.9709737827716,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.5624012638230648
GADT,1432,2016-10-06,2024-01-10,3500.0,14898.533519553073,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7951138256524153
GAL,1703,2016-10-06,2023-08-23,237000.0,443293.359365825,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9994131455399061
GAMON,1288,2016-10-06,2024-04-24,4500.0,17170.03105590062,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.6887700534759358
GATI,1042,2017-01-03,2024-10-18,400.0,1073.8349328214972,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.5404564315352697
GATM,1704,2016-10-06,2023-08-23,482500.0,914733.5768779343,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
GCIL,611,2023-01-20,2025-07-17,980026.0,2252041.0114566283,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
GCWL,189,2025-07-08,2026-04-03,2537781.0,5082931.037037037,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
GFIL,1332,2016-10-25,2024-03-20,5500.0,25212.087087087086,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.7247007616974973
GGGL,1698,2016-10-06,2023-08-28,455000.0,1537577.1495877502,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9947275922671354
GGL,1703,2016-10-06,2023-08-23,1025000.0,3582301.0135055785,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9994131455399061
GHGL,1700,2016-10-06,2023-08-25,44000.0,135896.23529411765,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,0.9964830011723329
GHNI,1704,2016-10-06,2023-08-23,166850.0,366947.926056338,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
GLAXO,1703,2016-10-06,2023-08-22,44500.0,131322.01996476806,0.0,0.0,0,True,rl_recurrent_partition_v1,psx-4a-126450ec6355,single_symbol_env_v1,1.0
