requested_timesteps,successful_runs,failed_runs,actual_timesteps_mean,actual_timesteps_std,actual_timesteps_median,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_median,steps_per_second_mean,steps_per_second_std,steps_per_second_median,approximate_kl_mean,approximate_kl_std,approximate_kl_median,clip_fraction_mean,clip_fraction_std,clip_fraction_median,entropy_loss_mean,entropy_loss_std,entropy_loss_median,explained_variance_mean,explained_variance_std,explained_variance_median,policy_gradient_loss_mean,policy_gradient_loss_std,policy_gradient_loss_median,value_loss_mean,value_loss_std,value_loss_median,validation_return_mean,validation_return_std,validation_return_median,validation_sharpe_mean,validation_sharpe_std,validation_sharpe_median,validation_max_drawdown_mean,validation_max_drawdown_std,validation_max_drawdown_median,validation_trade_count_mean,validation_trade_count_std,validation_trade_count_median,validation_exposure_percentage_mean,validation_exposure_percentage_std,validation_exposure_percentage_median
50000,18,0,50176.0,0.0,50176.0,109.39902676166639,4.543710104197764,108.4127610419992,459.40332403896184,18.12911100690951,462.8257060397192,0.030378111482908327,0.01425222022498955,0.02544071152806282,0.13489583333333333,0.025222802751594307,0.14003906249999998,-0.45924542033527466,0.10730394863372854,-0.45932924617081883,0.7450348966651492,0.1959868564244174,0.7460681796073914,-0.018864897535725803,0.0037044773569614893,-0.019220027016126552,0.001510490104894618,0.0011772990063302043,0.0011278706929260807,0.11929232730725264,0.3598951357686933,0.1228046936082352,0.1852339094255804,1.5547309516162968,0.6778784020575046,0.2166179639040091,0.18115008732938967,0.1594627847143995,8.11111111111111,3.9845380171202462,8.5,33.21595379553902,27.53114830396313,18.178042969859902
100000,18,0,100352.0,0.0,100352.0,218.16769424521573,6.698003347866874,216.74439591697228,460.3958273971174,13.66546509240588,462.99888582803544,0.03850457211956382,0.016970900126394944,0.037845661863684654,0.1420138888888889,0.027353350318093998,0.13935546875,-0.3726659956595135,0.097557876532023,-0.3863556481897831,0.6813694172435336,0.28312229403896244,0.7479817569255829,-0.01807321164863727,0.00439816100842568,-0.01606996340706246,0.0008552201313654626,0.0005130091425438919,0.0008865680818416876,0.1402136807414663,0.34790128591755926,0.10433064587725893,0.3146122986800714,1.3825079596857277,0.5223970122683909,0.2459245048522233,0.16939788644170536,0.18075490516478543,13.88888888888889,6.999118110232722,13.0,42.1422518043073,25.638246512414938,40.52197802197802
250000,18,0,250368.0,0.0,250368.0,542.6299982059477,17.627517671855692,534.5313385415293,461.8681653776882,14.505126419269633,468.3878854832528,0.06694954447448254,0.030113095464088097,0.06028669513761997,0.1699435763888889,0.026995620630525196,0.17421874999999998,-0.3272909264856329,0.09353306744564789,-0.3468123422004282,0.9582611355516646,0.031979857605666226,0.9651954770088196,-0.024843748733918702,0.005347407604145185,-0.024001904425676915,0.0007814815119066528,0.0008129551132180841,0.0004917949190939907,0.1390609559403689,0.2876521875372381,0.10533450270078892,0.5583237602849467,1.0546189481157193,0.7292621587197585,0.17371506735968584,0.13982025957527902,0.13593031604587652,16.22222222222222,7.192245481192114,18.0,28.490080991626535,20.969164242221854,25.28923221992529
