date,weekday,current_saved_state_category,current_saved_message_reason,attempt_count,recorded_response_sizes_bytes,raw_html_exists,raw_html_path,raw_html_byte_size,historical_table_present,tbody_empty,equity_rows_present,csv_file_exists,valid_csv_exists,csv_path,csv_row_count,represented_by_successful_local_file,weekend,possible_holiday_non_trading_candidate,audit_group,recommended_next_action
2016-12-12,Monday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2016-12-12.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2017-03-23,Thursday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2017-03-23.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2017-05-01,Monday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2017-05-01.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2017-06-23,Friday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2017-06-23.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2017-06-26,Monday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2017-06-26.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2017-06-27,Tuesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2017-06-27.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2017-06-28,Wednesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2017-06-28.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2017-08-14,Monday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2017-08-14.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2017-09-01,Friday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2017-09-01.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2017-09-04,Monday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2017-09-04.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2017-12-01,Friday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2017-12-01.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2017-12-25,Monday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2017-12-25.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-02-05,Monday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-02-05.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-03-23,Friday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-03-23.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-05-01,Tuesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-05-01.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-06-08,Friday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-06-08.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-06-15,Friday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-06-15.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-06-18,Monday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-06-18.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-07-25,Wednesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-07-25.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-08-14,Tuesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-08-14.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-08-21,Tuesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-08-21.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-08-22,Wednesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-08-22.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-08-23,Thursday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-08-23.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-09-20,Thursday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-09-20.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-09-21,Friday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-09-21.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-11-21,Wednesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-11-21.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2018-12-25,Tuesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2018-12-25.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2019-02-05,Tuesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2019-02-05.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2019-05-01,Wednesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2019-05-01.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2019-05-31,Friday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2019-05-31.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2019-06-04,Tuesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2019-06-04.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2019-06-05,Wednesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2019-06-05.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2019-06-06,Thursday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2019-06-06.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2019-06-07,Friday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2019-06-07.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2019-08-12,Monday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2019-08-12.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
2019-08-13,Tuesday,temporarily unavailable,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,data/raw/html/market_2019-08-13.html,903,Yes,Yes,No,No,No,Not Available,Not Available,No,No,Yes,B — repeated 903-byte empty tables,likely non-trading/holiday candidate
